simulation length,time step,print interval,diffusivity,surface diffusivity,outside growth rate,outside carrying capacity,bladder growth rate,bladder carrying capacity,inside growth rate,inside carrying capacity,urine rate,catheter radius,external catheter radius,stickiness,sump volume,catheter length,initial condition,num of x steps,skin concentration,drainage bag concentration,viscosity,attachment rate,detachment rate
432000,0.1,300,0.0001,0.0004,0.000192541,1e+07,0.000385082,1e+06,0.000192541,1e+07,16.6667,1,1,1,1000,160,1,11,100,-0.1,0.83,1.256e-06,0.000192541

o0,0,0,0,0,0,0,0,0,0,0,0
b0,0
i0,0,0,0,0,0,0,0,0,0,0,0
f0,0,-nan(ind)
o0.0833333,0.0482154,1.13997e-05,1.78778e-09,2.09814e-13,1.96739e-17,1.53599e-21,1.02718e-25,6.00718e-30,3.12126e-34,1.45893e-38,6.19494e-43
b0.0833333,1.35097e-47
i0.0833333,2.57501e-47,4.03391e-49,3.19455e-49,2.79068e-49,2.5355e-49,2.35375e-49,2.21496e-49,2.10403e-49,2.01243e-49,1.93495e-49,1.86818e-49
f0.0833333,1.27877e-47,-2.93621e-50
o0.166667,0.0992665,4.73957e-05,1.49426e-08,3.51947e-12,6.61811e-16,1.03579e-19,1.38837e-23,1.62734e-27,1.69469e-31,1.58772e-35,1.351e-39
b0.166667,4.57902e-44
i0.166667,1.1672e-43,2.78414e-45,2.20334e-45,1.92478e-45,1.74878e-45,1.62342e-45,1.5277e-45,1.45118e-45,1.388e-45,1.33456e-45,1.28851e-45
f0.166667,4.33431e-44,-9.95205e-47
o0.25,0.153303,0.000110825,5.26603e-08,1.86603e-11,5.27456e-15,1.24032e-18,2.49721e-22,4.39589e-26,6.87443e-30,9.67104e-34,1.23528e-37
b0.25,5.12383e-42
i0.25,1.63898e-41,4.72427e-43,3.73617e-43,3.26382e-43,2.96537e-43,2.7528e-43,2.59048e-43,2.46074e-43,2.35361e-43,2.26299e-43,2.18491e-43
f0.25,4.84999e-42,-1.11361e-44
o0.333333,0.210498,0.000204773,1.30335e-07,6.1754e-11,2.33197e-14,7.32229e-18,1.96796e-21,4.62355e-25,9.64892e-29,1.81131e-32,3.08609e-36
b0.333333,1.43984e-40
i0.333333,5.54766e-40,1.78379e-41,1.40973e-41,1.2315e-41,1.11889e-41,1.03868e-41,9.77437e-42,9.28481e-42,8.8806e-42,8.53869e-42,8.24409e-42
f0.333333,1.36289e-40,-3.12935e-43
o0.416667,0.271038,0.000332592,2.65813e-07,1.57865e-10,7.46568e-14,2.93432e-17,9.86867e-21,2.90078e-24,7.57279e-28,1.77815e-31,3.78813e-35
b0.416667,1.90939e-39
i0.416667,8.61167e-39,2.97435e-40,2.34901e-40,2.05202e-40,1.86438e-40,1.73073e-40,1.62868e-40,1.5471e-40,1.47975e-40,1.42278e-40,1.3737e-40
f0.416667,1.80734e-39,-4.14986e-42
