urine rate,catheter length,bladder steady state,time to blockage
26.0,115.0,1634.16,67.75
26.0,120.0,1639.98,68.66666666666666
26.0,125.0,1645.38,69.66666666666666
26.0,130.0,1650.4,70.58333333333333
26.0,135.0,1655.08,71.41666666666666
26.0,140.0,1659.45,72.33333333333333
26.0,145.0,1663.54,73.16666666666666
26.0,150.0,1667.37,74.0
26.0,155.0,1670.97,74.75
26.0,160.0,1674.36,75.58333333333333
26.0,165.0,1677.55,76.33333333333333
26.0,170.0,1680.56,77.08333333333333
26.0,175.0,1683.41,77.83333333333333
26.0,180.0,1686.11,78.58333333333333
26.0,185.0,1688.67,79.25
26.0,190.0,1691.1,79.91666666666666
26.0,195.0,1693.41,80.58333333333333
26.0,200.0,1695.61,81.25
27.0,40.0,1254.68,50.0
27.0,45.0,1275.13,52.166666666666664
27.0,50.0,1293.9,53.5
27.0,55.0,1310.96,55.0
27.0,60.0,1326.38,56.58333333333333
27.0,65.0,1340.28,58.166666666666664
27.0,70.0,1352.81,59.75
27.0,75.0,1364.13,61.25
27.0,80.0,1374.37,62.75
27.0,85.0,1383.65,63.33333333333333
27.0,90.0,1392.1,63.666666666666664
27.0,95.0,1399.8,64.41666666666666
27.0,100.0,1406.85,65.25
27.0,105.0,1413.32,66.16666666666666
27.0,110.0,1419.28,67.08333333333333
27.0,115.0,1424.77,68.08333333333333
27.0,120.0,1429.85,69.0
27.0,125.0,1434.57,69.91666666666666
27.0,130.0,1438.95,70.83333333333333
27.0,135.0,1443.03,71.66666666666666
27.0,140.0,1446.85,72.58333333333333
27.0,145.0,1450.41,73.41666666666666
27.0,150.0,1453.76,74.25
27.0,155.0,1456.9,75.0
27.0,160.0,1459.86,75.83333333333333
27.0,165.0,1462.65,76.58333333333333
27.0,170.0,1465.28,77.33333333333333
27.0,175.0,1467.77,78.08333333333333
27.0,180.0,1470.12,78.83333333333333
27.0,185.0,1472.36,79.5
27.0,190.0,1474.48,80.16666666666666
27.0,195.0,1476.5,80.83333333333333
27.0,200.0,1478.41,81.5
28.0,40.0,1111.91,50.25
28.0,45.0,1130.05,52.33333333333333
28.0,50.0,1146.71,54.0
28.0,55.0,1161.85,55.25
28.0,60.0,1175.52,56.83333333333333
28.0,65.0,1187.86,58.416666666666664
28.0,70.0,1198.98,59.916666666666664
28.0,75.0,1209.01,61.5
28.0,80.0,1218.1,62.916666666666664
28.0,85.0,1226.33,64.33333333333333
28.0,90.0,1233.83,64.41666666666666
28.0,95.0,1240.66,64.91666666666666
28.0,100.0,1246.92,65.66666666666666
28.0,105.0,1252.66,66.58333333333333
28.0,110.0,1257.94,67.41666666666666
28.0,115.0,1262.81,68.33333333333333
28.0,120.0,1267.32,69.25
28.0,125.0,1271.5,70.16666666666666
28.0,130.0,1275.39,71.08333333333333
28.0,135.0,1279.01,71.91666666666666
28.0,140.0,1282.4,72.83333333333333
28.0,145.0,1285.56,73.66666666666666
28.0,150.0,1288.53,74.5
28.0,155.0,1291.32,75.25
28.0,160.0,1293.94,76.08333333333333
28.0,165.0,1296.42,76.83333333333333
28.0,170.0,1298.75,77.58333333333333
28.0,175.0,1300.96,78.33333333333333
28.0,180.0,1303.05,79.0
28.0,185.0,1305.03,79.75
28.0,190.0,1306.91,80.41666666666666
28.0,195.0,1308.7,81.08333333333333
28.0,200.0,1310.4,81.75
29.0,40.0,998.2589999999999,50.416666666666664
29.0,45.0,1014.56,52.5
29.0,50.0,1029.53,54.416666666666664
29.0,55.0,1043.12,55.58333333333333
29.0,60.0,1055.41,57.0
29.0,65.0,1066.49,58.58333333333333
29.0,70.0,1076.49,60.166666666666664
29.0,75.0,1085.51,61.666666666666664
29.0,80.0,1093.67,63.166666666666664
29.0,85.0,1101.07,64.5
29.0,90.0,1107.8,65.58333333333333
29.0,95.0,1113.94,65.5
29.0,100.0,1119.56,66.16666666666666
29.0,105.0,1124.72,66.91666666666666
29.0,110.0,1129.46,67.75
29.0,115.0,1133.84,68.66666666666666
29.0,120.0,1137.89,69.58333333333333
29.0,125.0,1141.65,70.41666666666666
29.0,130.0,1145.14,71.33333333333333
29.0,135.0,1148.4,72.16666666666666
29.0,140.0,1151.44,73.0
29.0,145.0,1154.28,73.83333333333333
29.0,150.0,1156.95,74.66666666666666
29.0,155.0,1159.45,75.5
29.0,160.0,1161.81,76.25
29.0,165.0,1164.03,77.0
29.0,170.0,1166.13,77.75
29.0,175.0,1168.11,78.5
29.0,180.0,1169.99,79.25
29.0,185.0,1171.77,79.91666666666666
29.0,190.0,1173.46,80.58333333333333
29.0,195.0,1175.07,81.25
29.0,200.0,1176.6,81.91666666666666
30.0,40.0,905.6489999999999,50.666666666666664
30.0,45.0,920.446,52.666666666666664
30.0,50.0,934.034,54.75
30.0,55.0,946.3789999999999,55.83333333333333
30.0,60.0,957.535,57.25
30.0,65.0,967.5939999999999,58.75
30.0,70.0,976.664,60.33333333333333
30.0,75.0,984.852,61.83333333333333
30.0,80.0,992.26,63.25
30.0,85.0,998.9789999999999,64.66666666666666
30.0,90.0,1005.09,66.08333333333333
30.0,95.0,1010.67,66.33333333333333
30.0,100.0,1015.77,66.58333333333333
30.0,105.0,1020.45,67.33333333333333
30.0,110.0,1024.76,68.08333333333333
30.0,115.0,1028.73,68.91666666666666
30.0,120.0,1032.41,69.83333333333333
30.0,125.0,1035.82,70.66666666666666
30.0,130.0,1038.99,71.58333333333333
30.0,135.0,1041.94,72.41666666666666
30.0,140.0,1044.7,73.25
30.0,145.0,1047.29,74.08333333333333
30.0,150.0,1049.71,74.91666666666666
30.0,155.0,1051.98,75.66666666666666
30.0,160.0,1054.12,76.41666666666666
30.0,165.0,1056.14,77.25
30.0,170.0,1058.04,78.0
30.0,175.0,1059.84,78.66666666666666
30.0,180.0,1061.55,79.41666666666666
30.0,185.0,1063.16,80.08333333333333
30.0,190.0,1064.7,80.75
30.0,195.0,1066.16,81.41666666666666
30.0,200.0,1067.54,82.08333333333333
31.0,40.0,828.743,50.83333333333333
31.0,45.0,842.29,52.83333333333333
31.0,50.0,854.73,54.916666666666664
31.0,55.0,866.033,56.08333333333333
31.0,60.0,876.2460000000001,57.5
31.0,65.0,885.456,59.0
31.0,70.0,893.7589999999999,60.5
31.0,75.0,901.2560000000001,62.0
31.0,80.0,908.038,63.416666666666664
31.0,85.0,914.189,64.83333333333333
31.0,90.0,919.784,66.16666666666666
31.0,95.0,924.8889999999999,67.5
31.0,100.0,929.559,67.16666666666666
31.0,105.0,933.8439999999999,67.66666666666666
31.0,110.0,937.788,68.41666666666666
31.0,115.0,941.427,69.25
31.0,120.0,944.793,70.08333333333333
31.0,125.0,947.916,70.91666666666666
31.0,130.0,950.819,71.75
31.0,135.0,953.5239999999999,72.58333333333333
31.0,140.0,956.05,73.41666666666666
31.0,145.0,958.414,74.25
31.0,150.0,960.63,75.08333333333333
31.0,155.0,962.712,75.83333333333333
31.0,160.0,964.671,76.66666666666666
31.0,165.0,966.5169999999999,77.41666666666666
31.0,170.0,968.26,78.16666666666666
31.0,175.0,969.908,78.83333333333333
31.0,180.0,971.4689999999999,79.58333333333333
31.0,185.0,972.949,80.25
31.0,190.0,974.3530000000001,80.91666666666666
31.0,195.0,975.689,81.58333333333333
31.0,200.0,976.96,82.25
32.0,40.0,763.8610000000001,51.0
32.0,45.0,776.3539999999999,53.0
32.0,50.0,787.824,55.0
32.0,55.0,798.2460000000001,56.416666666666664
32.0,60.0,807.664,57.666666666666664
32.0,65.0,816.1560000000001,59.166666666666664
32.0,70.0,823.812,60.666666666666664
32.0,75.0,830.7239999999999,62.166666666666664
32.0,80.0,836.9780000000001,63.58333333333333
32.0,85.0,842.65,65.0
32.0,90.0,847.809,66.33333333333333
32.0,95.0,852.515,67.66666666666666
32.0,100.0,856.821,67.91666666666666
32.0,105.0,860.773,68.16666666666666
32.0,110.0,864.409,68.75
32.0,115.0,867.7639999999999,69.5
32.0,120.0,870.868,70.33333333333333
32.0,125.0,873.747,71.16666666666666
32.0,130.0,876.424,72.0
32.0,135.0,878.918,72.83333333333333
32.0,140.0,881.247,73.66666666666666
32.0,145.0,883.426,74.41666666666666
32.0,150.0,885.47,75.25
32.0,155.0,887.3889999999999,76.0
32.0,160.0,889.196,76.83333333333333
32.0,165.0,890.898,77.58333333333333
32.0,170.0,892.505,78.33333333333333
32.0,175.0,894.025,79.0
32.0,180.0,895.4639999999999,79.75
32.0,185.0,896.828,80.41666666666666
32.0,190.0,898.123,81.08333333333333
32.0,195.0,899.355,81.75
32.0,200.0,900.5269999999999,82.41666666666666
33.0,40.0,708.3919999999999,51.166666666666664
33.0,45.0,719.9810000000001,53.166666666666664
33.0,50.0,730.623,55.166666666666664
33.0,55.0,740.291,56.666666666666664
33.0,60.0,749.028,57.83333333333333
33.0,65.0,756.905,59.33333333333333
33.0,70.0,764.008,60.75
33.0,75.0,770.42,62.25
33.0,80.0,776.221,63.75
33.0,85.0,781.4830000000001,65.08333333333333
33.0,90.0,786.2689999999999,66.5
33.0,95.0,790.635,67.75
33.0,100.0,794.6289999999999,69.0
33.0,105.0,798.295,68.66666666666666
33.0,110.0,801.668,69.08333333333333
33.0,115.0,804.78,69.83333333333333
33.0,120.0,807.66,70.58333333333333
33.0,125.0,810.33,71.33333333333333
33.0,130.0,812.813,72.16666666666666
33.0,135.0,815.127,73.0
33.0,140.0,817.288,73.83333333333333
33.0,145.0,819.309,74.66666666666666
33.0,150.0,821.205,75.41666666666666
33.0,155.0,822.9860000000001,76.16666666666666
33.0,160.0,824.6610000000001,77.0
33.0,165.0,826.2410000000001,77.75
33.0,170.0,827.7310000000001,78.41666666666666
33.0,175.0,829.1410000000001,79.16666666666666
33.0,180.0,830.4760000000001,79.91666666666666
33.0,185.0,831.742,80.58333333333333
33.0,190.0,832.943,81.25
33.0,195.0,834.085,81.91666666666666
33.0,200.0,835.172,82.58333333333333
34.0,40.0,660.427,51.33333333333333
34.0,45.0,671.235,53.25
34.0,50.0,681.158,55.25
34.0,55.0,690.175,56.916666666666664
34.0,60.0,698.322,58.08333333333333
34.0,65.0,705.668,59.416666666666664
34.0,70.0,712.291,60.916666666666664
34.0,75.0,718.2710000000001,62.416666666666664
34.0,80.0,723.681,63.83333333333333
34.0,85.0,728.587,65.25
34.0,90.0,733.05,66.58333333333333
34.0,95.0,737.1210000000001,67.91666666666666
34.0,100.0,740.846,69.16666666666666
34.0,105.0,744.2639999999999,69.33333333333333
34.0,110.0,747.41,69.5
34.0,115.0,750.312,70.08333333333333
34.0,120.0,752.997,70.83333333333333
34.0,125.0,755.488,71.58333333333333
34.0,130.0,757.803,72.41666666666666
34.0,135.0,759.961,73.16666666666666
34.0,140.0,761.9760000000001,74.0
34.0,145.0,763.8610000000001,74.83333333333333
34.0,150.0,765.6289999999999,75.58333333333333
34.0,155.0,767.289,76.33333333333333
34.0,160.0,768.852,77.08333333333333
34.0,165.0,770.324,77.83333333333333
34.0,170.0,771.715,78.58333333333333
34.0,175.0,773.029,79.33333333333333
34.0,180.0,774.2739999999999,80.0
34.0,185.0,775.454,80.75
34.0,190.0,776.574,81.41666666666666
34.0,195.0,777.64,82.08333333333333
34.0,200.0,778.653,82.66666666666666
35.0,40.0,618.5409999999999,51.416666666666664
35.0,45.0,628.6659999999999,53.416666666666664
35.0,50.0,637.962,55.416666666666664
35.0,55.0,646.408,57.25
35.0,60.0,654.0409999999999,58.25
35.0,65.0,660.922,59.58333333333333
35.0,70.0,667.127,61.08333333333333
35.0,75.0,672.7289999999999,62.5
35.0,80.0,677.796,63.916666666666664
35.0,85.0,682.393,65.33333333333333
35.0,90.0,686.573,66.66666666666666
35.0,95.0,690.387,68.0
35.0,100.0,693.877,69.25
35.0,105.0,697.079,70.16666666666666
35.0,110.0,700.025,70.0
35.0,115.0,702.7439999999999,70.41666666666666
35.0,120.0,705.2589999999999,71.08333333333333
35.0,125.0,707.592,71.83333333333333
35.0,130.0,709.7610000000001,72.58333333333333
35.0,135.0,711.7819999999999,73.41666666666666
35.0,140.0,713.67,74.16666666666666
35.0,145.0,715.436,74.91666666666666
35.0,150.0,717.092,75.75
35.0,155.0,718.6469999999999,76.5
35.0,160.0,720.1110000000001,77.25
35.0,165.0,721.49,78.0
35.0,170.0,722.793,78.75
35.0,175.0,724.0239999999999,79.41666666666666
35.0,180.0,725.19,80.16666666666666
35.0,185.0,726.296,80.83333333333333
35.0,190.0,727.345,81.5
35.0,195.0,728.3430000000001,82.16666666666666
35.0,200.0,729.293,82.83333333333333
36.0,40.0,581.648,51.58333333333333
36.0,45.0,591.17,53.5
36.0,50.0,599.914,55.5
36.0,55.0,607.8580000000001,57.416666666666664
36.0,60.0,615.0369999999999,58.416666666666664
36.0,65.0,621.509,59.75
36.0,70.0,627.345,61.166666666666664
36.0,75.0,632.613,62.666666666666664
36.0,80.0,637.379,64.08333333333333
36.0,85.0,641.702,65.41666666666666
36.0,90.0,645.634,66.83333333333333
36.0,95.0,649.221,68.08333333333333
36.0,100.0,652.503,69.33333333333333
36.0,105.0,655.515,70.58333333333333
36.0,110.0,658.2860000000001,70.5
36.0,115.0,660.8430000000001,70.75
36.0,120.0,663.209,71.33333333333333
36.0,125.0,665.403,72.0
36.0,130.0,667.443,72.75
36.0,135.0,669.3439999999999,73.58333333333333
36.0,140.0,671.1189999999999,74.33333333333333
36.0,145.0,672.78,75.08333333333333
36.0,150.0,674.3380000000001,75.91666666666666
36.0,155.0,675.8,76.66666666666666
36.0,160.0,677.177,77.41666666666666
36.0,165.0,678.4739999999999,78.16666666666666
36.0,170.0,679.699,78.83333333333333
36.0,175.0,680.857,79.58333333333333
36.0,180.0,681.954,80.25
36.0,185.0,682.9939999999999,81.0
36.0,190.0,683.9810000000001,81.66666666666666
36.0,195.0,684.919,82.33333333333333
36.0,200.0,685.812,82.91666666666666
37.0,40.0,548.905,51.666666666666664
37.0,45.0,557.894,53.58333333333333
37.0,50.0,566.146,55.58333333333333
37.0,55.0,573.645,57.5
37.0,60.0,580.42,58.58333333333333
37.0,65.0,586.529,59.916666666666664
37.0,70.0,592.0369999999999,61.33333333333333
37.0,75.0,597.01,62.75
37.0,80.0,601.509,64.16666666666666
37.0,85.0,605.589,65.58333333333333
37.0,90.0,609.3,66.91666666666666
37.0,95.0,612.686,68.16666666666666
37.0,100.0,615.783,69.41666666666666
37.0,105.0,618.626,70.66666666666666
37.0,110.0,621.241,71.25
37.0,115.0,623.655,71.16666666666666
37.0,120.0,625.888,71.58333333333333
37.0,125.0,627.9590000000001,72.25
37.0,130.0,629.884,73.0
37.0,135.0,631.678,73.75
37.0,140.0,633.354,74.5
37.0,145.0,634.9209999999999,75.25
37.0,150.0,636.391,76.0
37.0,155.0,637.7719999999999,76.75
37.0,160.0,639.071,77.5
37.0,165.0,640.2959999999999,78.25
37.0,170.0,641.452,79.0
37.0,175.0,642.545,79.66666666666666
37.0,180.0,643.58,80.41666666666666
37.0,185.0,644.561,81.08333333333333
37.0,190.0,645.493,81.75
37.0,195.0,646.379,82.41666666666666
37.0,200.0,647.222,83.08333333333333
38.0,40.0,519.651,51.83333333333333
38.0,45.0,528.161,53.666666666666664
38.0,50.0,535.976,55.666666666666664
38.0,55.0,543.075,57.666666666666664
38.0,60.0,549.491,58.75
38.0,65.0,555.275,60.0
38.0,70.0,560.49,61.416666666666664
38.0,75.0,565.198,62.83333333333333
38.0,80.0,569.4580000000001,64.25
38.0,85.0,573.321,65.66666666666666
38.0,90.0,576.835,67.0
38.0,95.0,580.0409999999999,68.25
38.0,100.0,582.974,69.5
38.0,105.0,585.665,70.75
38.0,110.0,588.141,71.91666666666666
38.0,115.0,590.4259999999999,71.58333333333333
38.0,120.0,592.5409999999999,71.91666666666666
38.0,125.0,594.501,72.5
38.0,130.0,596.3240000000001,73.16666666666666
38.0,135.0,598.023,73.91666666666666
38.0,140.0,599.609,74.66666666666666
38.0,145.0,601.094,75.41666666666666
38.0,150.0,602.486,76.16666666666666
38.0,155.0,603.793,76.91666666666666
38.0,160.0,605.023,77.66666666666666
38.0,165.0,606.182,78.41666666666666
38.0,170.0,607.2769999999999,79.08333333333333
38.0,175.0,608.312,79.83333333333333
38.0,180.0,609.2919999999999,80.5
38.0,185.0,610.221,81.16666666666666
38.0,190.0,611.1030000000001,81.83333333333333
38.0,195.0,611.942,82.5
38.0,200.0,612.74,83.16666666666666
39.0,40.0,493.355,51.916666666666664
39.0,45.0,501.436,53.83333333333333
39.0,50.0,508.856,55.75
39.0,55.0,515.5980000000001,57.75
39.0,60.0,521.689,58.916666666666664
39.0,65.0,527.181,60.166666666666664
39.0,70.0,532.133,61.5
39.0,75.0,536.604,62.916666666666664
39.0,80.0,540.648,64.33333333333333
39.0,85.0,544.316,65.75
39.0,90.0,547.653,67.08333333333333
39.0,95.0,550.697,68.33333333333333
39.0,100.0,553.481,69.58333333333333
39.0,105.0,556.0369999999999,70.83333333333333
39.0,110.0,558.388,72.0
39.0,115.0,560.558,72.16666666666666
39.0,120.0,562.565,72.25
39.0,125.0,564.427,72.75
39.0,130.0,566.158,73.41666666666666
39.0,135.0,567.771,74.08333333333333
39.0,140.0,569.2769999999999,74.83333333333333
39.0,145.0,570.687,75.58333333333333
39.0,150.0,572.008,76.33333333333333
39.0,155.0,573.249,77.08333333333333
39.0,160.0,574.4169999999999,77.83333333333333
39.0,165.0,575.518,78.5
39.0,170.0,576.558,79.25
39.0,175.0,577.54,79.91666666666666
39.0,180.0,578.471,80.66666666666666
39.0,185.0,579.3530000000001,81.33333333333333
39.0,190.0,580.191,82.0
39.0,195.0,580.987,82.66666666666666
39.0,200.0,581.745,83.25
40.0,40.0,469.592,52.08333333333333
40.0,45.0,477.285,53.916666666666664
40.0,50.0,484.348,55.83333333333333
40.0,55.0,490.765,57.83333333333333
40.0,60.0,496.564,59.166666666666664
40.0,65.0,501.792,60.25
40.0,70.0,506.506,61.58333333333333
40.0,75.0,510.76199999999994,63.0
40.0,80.0,514.612,64.41666666666666
40.0,85.0,518.104,65.83333333333333
40.0,90.0,521.28,67.16666666666666
40.0,95.0,524.177,68.41666666666666
40.0,100.0,526.828,69.66666666666666
40.0,105.0,529.261,70.91666666666666
40.0,110.0,531.499,72.08333333333333
40.0,115.0,533.565,72.91666666666666
40.0,120.0,535.475,72.58333333333333
40.0,125.0,537.248,73.0
40.0,130.0,538.895,73.58333333333333
40.0,135.0,540.431,74.25
40.0,140.0,541.865,75.0
40.0,145.0,543.206,75.75
40.0,150.0,544.464,76.41666666666666
40.0,155.0,545.646,77.16666666666666
40.0,160.0,546.758,77.91666666666666
40.0,165.0,547.806,78.66666666666666
40.0,170.0,548.795,79.33333333333333
40.0,175.0,549.73,80.08333333333333
40.0,180.0,550.616,80.75
40.0,185.0,551.456,81.41666666666666
40.0,190.0,552.253,82.08333333333333
40.0,195.0,553.011,82.75
40.0,200.0,553.732,83.41666666666666
